serie;nome;numero
JP - Shiny Star;Rolycoly;266/190
JP - Shiny Star;Carkol;267/190
JP - Shiny Star;Coalossal;268/190
JP - Shiny Star;Silicobra;269/190
JP - Shiny Star;Sandaconda;270/190
JP - Shiny Star;Clobbopus;271/190
JP - Shiny Star;Grapploct;272/190
JP - Shiny Star;Falinks;273/190
JP - Shiny Star;Stonjourner;274/190
JP - Shiny Star;Koffing;275/190
JP - Shiny Star;Galarian Weezing;276/190
JP - Shiny Star;Galarian Zigzagoon;277/190
JP - Shiny Star;Galarian Linoone;278/190
JP - Shiny Star;Galarian Obstagoon;279/190
JP - Shiny Star;Nickit;280/190
JP - Shiny Star;Thievul;281/190
JP - Shiny Star;Impidimp;282/190
JP - Shiny Star;Morgrem;283/190
JP - Shiny Star;Grimmsnarl;284/190
JP - Shiny Star;Galarian Meowth;285/190
JP - Shiny Star;Galarian Perrserker;286/190
JP - Shiny Star;Galarian Stunfisk;287/190
JP - Shiny Star;Corviknight;288/190
JP - Shiny Star;Cufant;289/190
JP - Shiny Star;Copperajah;290/190
JP - Shiny Star;Duraludon;291/190
JP - Shiny Star;Minccino;292/190
JP - Shiny Star;Cinccino;293/190
JP - Shiny Star;Ducklett;294/190
JP - Shiny Star;Swanna;295/190
JP - Shiny Star;Bunnelby;296/190
JP - Shiny Star;Oranguru;297/190
JP - Shiny Star;Skwovet;298/190
JP - Shiny Star;Greedent;299/190
JP - Shiny Star;Rookidee;300/190
JP - Shiny Star;Corvisquire;301/190
JP - Shiny Star;Wooloo;302/190
JP - Shiny Star;Dubwool;303/190
JP - Shiny Star;Rillaboom V;304/190
JP - Shiny Star;Rillaboom VMAX;305/190
JP - Shiny Star;Eldegoss V;306/190
JP - Shiny Star;Charizard V;307/190
JP - Shiny Star;Charizard VMAX;308/190
JP - Shiny Star;Centiskorch V;309/190
JP - Shiny Star;Centiskorch VMAX;310/190
JP - Shiny Star;Lapras V;311/190
JP - Shiny Star;Lapras VMAX;312/190
JP - Shiny Star;Boltund V;313/190
JP - Shiny Star;Toxtricity V;314/190
JP - Shiny Star;Toxtricity VMAX;315/190
JP - Shiny Star;Indeedee V;316/190
JP - Shiny Star;Dragapult V;317/190
JP - Shiny Star;Dragapult VMAX;318/190
JP - Shiny Star;Falinks V;319/190
JP - Shiny Star;Crobat VMAX;320/190
JP - Shiny Star;Grimmsnarl V;321/190
JP - Shiny Star;Grimmsnarl VMAX;322/190
JP - Shiny Star;Ditto V;323/190
JP - Shiny Star;Ditto VMAX;324/190
JP - Shiny Star;Dubwool V;325/190
JP - Shiny Star;Cramorant V;326/190
JP - Shiny Star;Eternatus V;327/190
JP - Shiny Star;Eternatus VMAX;328/190
JP - Shiny Star;Zacian V;329/190
JP - Shiny Star;Zamazenta V;330/190
JP - Shiny Treasure ex;Oddish;1/190
JP - Shiny Treasure ex;Gloom;2/190
JP - Shiny Treasure ex;Vileplume;3/190
JP - Shiny Treasure ex;Scyther;4/190
JP - Shiny Treasure ex;Hoppip;5/190
JP - Shiny Treasure ex;Skiploom;6/190
JP - Shiny Treasure ex;Jumpluff;7/190
JP - Shiny Treasure ex;Pineco;8/190
JP - Shiny Treasure ex;Forretress;9/190
JP - Shiny Treasure ex;Snover;10/190
JP - Shiny Treasure ex;Abomasnow;11/190
JP - Shiny Treasure ex;Sprigatito;12/190
JP - Shiny Treasure ex;Floragato;13/190
JP - Shiny Treasure ex;Meowscarada;14/190
JP - Shiny Treasure ex;Smoliv;15/190
JP - Shiny Treasure ex;Dolliv;16/190
JP - Shiny Treasure ex;Arboliva;17/190
JP - Shiny Treasure ex;Toedscool;18/190
JP - Shiny Treasure ex;Toedscruel;19/190
JP - Shiny Treasure ex;Capsakid;20/190
JP - Shiny Treasure ex;Scovillain;21/190
JP - Shiny Treasure ex;Rellor;22/190
JP - Shiny Treasure ex;Espathra;23/190
JP - Shiny Treasure ex;Wo;24/190
JP - Shiny Treasure ex;Charmander;25/190
JP - Shiny Treasure ex;Charmeleon;26/190
JP - Shiny Treasure ex;Tauros di Paldea;27/190
JP - Shiny Treasure ex;Entei;28/190
JP - Shiny Treasure ex;Oricorio;29/190
JP - Shiny Treasure ex;Fuecoco;30/190
JP - Shiny Treasure ex;Crocalor;31/190
JP - Shiny Treasure ex;Skeledirge;32/190
JP - Shiny Treasure ex;Charcadet;33/190
JP - Shiny Treasure ex;Armarouge;34/190
JP - Shiny Treasure ex;Chi;35/190
JP - Shiny Treasure ex;Slowpoke;36/190
JP - Shiny Treasure ex;Slowbro;37/190
JP - Shiny Treasure ex;Staryu;38/190
JP - Shiny Treasure ex;Starmie;39/190
JP - Shiny Treasure ex;Tauros di Paldea;40/190
JP - Shiny Treasure ex;Quaxly;41/190
JP - Shiny Treasure ex;Quaxwell;42/190
JP - Shiny Treasure ex;Quaquaval;43/190
JP - Shiny Treasure ex;Wiglett;44/190
JP - Shiny Treasure ex;Wugtrio;45/190
JP - Shiny Treasure ex;Finizen;46/190
JP - Shiny Treasure ex;Palafin;47/190
JP - Shiny Treasure ex;Veluza;48/190
JP - Shiny Treasure ex;Dondozo;49/190
JP - Shiny Treasure ex;Tatsugiri;50/190
JP - Shiny Treasure ex;Frigibax;51/190
JP - Shiny Treasure ex;Arctibax;52/190
JP - Shiny Treasure ex;Baxcalibur;53/190
JP - Shiny Treasure ex;Chien;54/190
JP - Shiny Treasure ex;Pikachu;55/190
JP - Shiny Treasure ex;Raichu;56/190
JP - Shiny Treasure ex;Voltorb;57/190
JP - Shiny Treasure ex;Electrode;58/190
JP - Shiny Treasure ex;Shinx;59/190
JP - Shiny Treasure ex;Luxio;60/190
JP - Shiny Treasure ex;Luxray;61/190
JP - Shiny Treasure ex;Pachirisu;62/190
JP - Shiny Treasure ex;Thundurus;63/190
JP - Shiny Treasure ex;Toxel;64/190
JP - Shiny Treasure ex;Toxtricity;65/190
JP - Shiny Treasure ex;Pawmi;66/190
JP - Shiny Treasure ex;Pawmo;67/190
JP - Shiny Treasure ex;Pawmot;68/190
JP - Shiny Treasure ex;Wattrel;69/190
JP - Shiny Treasure ex;Kilowattrel;70/190
JP - Shiny Treasure ex;Miraidon;71/190
JP - Shiny Treasure ex;Wigglytuff;72/190
JP - Shiny Treasure ex;Abra;73/190
JP - Shiny Treasure ex;Kadabra;74/190
JP - Shiny Treasure ex;Alakazam;75/190
JP - Shiny Treasure ex;Mew;76/190
JP - Shiny Treasure ex;Cleffa;77/190
JP - Shiny Treasure ex;Natu;78/190
JP - Shiny Treasure ex;Xatu;79/190
JP - Shiny Treasure ex;Ralts;80/190
JP - Shiny Treasure ex;Kirlia;81/190
JP - Shiny Treasure ex;Gardevoir;82/190
JP - Shiny Treasure ex;Drifloon;83/190
JP - Shiny Treasure ex;Drifblim;84/190
JP - Shiny Treasure ex;Mime Jr.;85/190
JP - Shiny Treasure ex;Spiritomb;86/190
JP - Shiny Treasure ex;Klefki;87/190
JP - Shiny Treasure ex;Mimikyu;88/190
JP - Shiny Treasure ex;Fidough;89/190
JP - Shiny Treasure ex;Dachsbun;90/190
JP - Shiny Treasure ex;Ceruledge;91/190
JP - Shiny Treasure ex;Rabsca;92/190
JP - Shiny Treasure ex;Flittle;93/190
JP - Shiny Treasure ex;Tinkatink;94/190
JP - Shiny Treasure ex;Tinkatuff;95/190
JP - Shiny Treasure ex;Tinkaton;96/190
JP - Shiny Treasure ex;Greavard;97/190
JP - Shiny Treasure ex;Houndstone;98/190
JP - Shiny Treasure ex;Gimmighoul;99/190
JP - Shiny Treasure ex;Mankey;100/190
JP - Shiny Treasure ex;Primeape;101/190
JP - Shiny Treasure ex;Annihilape;102/190
JP - Shiny Treasure ex;Tauros di Paldea;103/190
JP - Shiny Treasure ex;Riolu;104/190
JP - Shiny Treasure ex;Lucario;105/190
JP - Shiny Treasure ex;Hawlucha;106/190
JP - Shiny Treasure ex;Nacli;107/190
JP - Shiny Treasure ex;Naclstack;108/190
JP - Shiny Treasure ex;Garganacl;109/190
JP - Shiny Treasure ex;Glimmet;110/190
JP - Shiny Treasure ex;Glimmora;111/190
JP - Shiny Treasure ex;Grandizanne;112/190
JP - Shiny Treasure ex;Ting;113/190
JP - Shiny Treasure ex;Koraidon;114/190
JP - Shiny Treasure ex;Charizard;115/190
JP - Shiny Treasure ex;Wooper di Paldea;116/190
JP - Shiny Treasure ex;Clodsire di Paldea;117/190
JP - Shiny Treasure ex;Murkrow;118/190
JP - Shiny Treasure ex;Sneasel;119/190
JP - Shiny Treasure ex;Weavile;120/190
JP - Shiny Treasure ex;Sableye;121/190
JP - Shiny Treasure ex;Pawniard;122/190
JP - Shiny Treasure ex;Bisharp;123/190
JP - Shiny Treasure ex;Kingambit;124/190
JP - Shiny Treasure ex;Maschiff;125/190
JP - Shiny Treasure ex;Mabosstiff;126/190
JP - Shiny Treasure ex;Shroodle;127/190
JP - Shiny Treasure ex;Grafaiai;128/190
JP - Shiny Treasure ex;Scizor;129/190
JP - Shiny Treasure ex;Varoom;130/190
JP - Shiny Treasure ex;Revavroom;131/190
JP - Shiny Treasure ex;Solcoferreo;132/190
JP - Shiny Treasure ex;Gholdengo;133/190
JP - Shiny Treasure ex;Noibat;134/190
JP - Shiny Treasure ex;Noivern;135/190
JP - Shiny Treasure ex;Cyclizar;136/190
JP - Shiny Treasure ex;Pidgey;137/190
JP - Shiny Treasure ex;Pidgeotto;138/190
JP - Shiny Treasure ex;Pidgeot;139/190
JP - Shiny Treasure ex;Jigglypuff;140/190
JP - Shiny Treasure ex;Wigglytuff;141/190
JP - Shiny Treasure ex;Doduo;142/190
JP - Shiny Treasure ex;Dodrio;143/190
JP - Shiny Treasure ex;Ditto;144/190
JP - Shiny Treasure ex;Snorlax;145/190
JP - Shiny Treasure ex;Wingull;146/190
JP - Shiny Treasure ex;Pelipper;147/190
JP - Shiny Treasure ex;Skwovet;148/190
JP - Shiny Treasure ex;Greedent;149/190
JP - Shiny Treasure ex;Lechonk;150/190
JP - Shiny Treasure ex;Oinkologne;151/190
JP - Shiny Treasure ex;Tandemaus;152/190
JP - Shiny Treasure ex;Maushold;153/190
JP - Shiny Treasure ex;Squawkabilly;154/190
JP - Shiny Treasure ex;Flamigo;155/190
JP - Shiny Treasure ex;Generatore di Elettricità;156/190
JP - Shiny Treasure ex;Recupero di Energia Plus;157/190
JP - Shiny Treasure ex;Canna da pesca super;158/190
JP - Shiny Treasure ex;Minor Ball;159/190
JP - Shiny Treasure ex;Zaino di Nemi;160/190
JP - Shiny Treasure ex;Ultra Ball;161/190
JP - Shiny Treasure ex;Lettera di Incoraggiamento;162/190
JP - Shiny Treasure ex;Caramella Rara;163/190
JP - Shiny Treasure ex;Pettorale di Roccia;164/190
JP - Shiny Treasure ex;Palloncino Gigante;165/190
JP - Shiny Treasure ex;Bendarigida;166/190
JP - Shiny Treasure ex;Avanzi;167/190
JP - Shiny Treasure ex;Bendasfida;168/190
JP - Shiny Treasure ex;Amuleto del Coraggio;169/190
JP - Shiny Treasure ex;Macchinario Tecnico: Pugno Disperato;170/190
JP - Shiny Treasure ex;Alisma;171/190
JP - Shiny Treasure ex;Clavel;172/190
JP - Shiny Treasure ex;Carisma di Giovanni;173/190
JP - Shiny Treasure ex;Kissara;174/190
JP - Shiny Treasure ex;Garoff;175/190
JP - Shiny Treasure ex;Ricerca Accademica [Prof.ssa Olim];176/190
JP - Shiny Treasure ex;Ricerca Accademica [Professor Turum];177/190
JP - Shiny Treasure ex;Studenti di Paldea;178/190
JP - Shiny Treasure ex;Studenti di Paldea;179/190
JP - Shiny Treasure ex;Pepe;180/190
JP - Shiny Treasure ex;Ordini del Capo [Ghecis];181/190
JP - Shiny Treasure ex;Penny;182/190
JP - Shiny Treasure ex;Negozio Cittadino;183/190
JP - Shiny Treasure ex;Campo in Spiaggia;184/190
JP - Shiny Treasure ex;Los Tazones;185/190
JP - Shiny Treasure ex;Quartier Generale della Lega Pokémon;186/190
JP - Shiny Treasure ex;Sala Attrezzi;187/190
JP - Shiny Treasure ex;Energia Terapeutica;188/190
JP - Shiny Treasure ex;Energia Inversione;189/190
JP - Shiny Treasure ex;Energia Luminosa;190/190
JP - Shiny Treasure ex;Oddish;191/190
JP - Shiny Treasure ex;Gloom;192/190
JP - Shiny Treasure ex;Vileplume;193/190
JP - Shiny Treasure ex;Scyther;194/190
JP - Shiny Treasure ex;Hoppip;195/190
JP - Shiny Treasure ex;Skiploom;196/190
JP - Shiny Treasure ex;Jumpluff;197/190
JP - Shiny Treasure ex;Pineco;198/190
JP - Shiny Treasure ex;Snover;199/190
JP - Shiny Treasure ex;Abomasnow;200/190
JP - Shiny Treasure ex;Sprigatito;201/190
JP - Shiny Treasure ex;Floragato;202/190
JP - Shiny Treasure ex;Smoliv;203/190
JP - Shiny Treasure ex;Dolliv;204/190
JP - Shiny Treasure ex;Arboliva;205/190
JP - Shiny Treasure ex;Toedscool;206/190
JP - Shiny Treasure ex;Capsakid;207/190
JP - Shiny Treasure ex;Scovillain;208/190
JP - Shiny Treasure ex;Rellor;209/190
JP - Shiny Treasure ex;Charmander;210/190
JP - Shiny Treasure ex;Charmeleon;211/190
JP - Shiny Treasure ex;Tauros di Paldea;212/190
JP - Shiny Treasure ex;Entei;213/190
JP - Shiny Treasure ex;Oricorio;214/190
JP - Shiny Treasure ex;Fuecoco;215/190
JP - Shiny Treasure ex;Crocalor;216/190
JP - Shiny Treasure ex;Charcadet;217/190
JP - Shiny Treasure ex;Armarouge;218/190
JP - Shiny Treasure ex;Slowpoke;219/190
JP - Shiny Treasure ex;Slowbro;220/190
JP - Shiny Treasure ex;Staryu;221/190
JP - Shiny Treasure ex;Starmie;222/190
JP - Shiny Treasure ex;Tauros di Paldea;223/190
JP - Shiny Treasure ex;Quaxly;224/190
JP - Shiny Treasure ex;Quaxwell;225/190
JP - Shiny Treasure ex;Wiglett;226/190
JP - Shiny Treasure ex;Wugtrio;227/190
JP - Shiny Treasure ex;Finizen;228/190
JP - Shiny Treasure ex;Palafin;229/190
JP - Shiny Treasure ex;Veluza;230/190
JP - Shiny Treasure ex;Dondozo;231/190
JP - Shiny Treasure ex;Tatsugiri;232/190
JP - Shiny Treasure ex;Frigibax;233/190
JP - Shiny Treasure ex;Arctibax;234/190
JP - Shiny Treasure ex;Baxcalibur;235/190
JP - Shiny Treasure ex;Pikachu;236/190
JP - Shiny Treasure ex;Raichu;237/190
JP - Shiny Treasure ex;Voltorb;238/190
JP - Shiny Treasure ex;Electrode;239/190
JP - Shiny Treasure ex;Shinx;240/190
JP - Shiny Treasure ex;Luxio;241/190
JP - Shiny Treasure ex;Luxray;242/190
JP - Shiny Treasure ex;Pachirisu;243/190
JP - Shiny Treasure ex;Thundurus;244/190
JP - Shiny Treasure ex;Toxel;245/190
JP - Shiny Treasure ex;Toxtricity;246/190
JP - Shiny Treasure ex;Pawmi;247/190
JP - Shiny Treasure ex;Pawmo;248/190
JP - Shiny Treasure ex;Pawmot;249/190
JP - Shiny Treasure ex;Wattrel;250/190
JP - Shiny Treasure ex;Kilowattrel;251/190
JP - Shiny Treasure ex;Wigglytuff;252/190
JP - Shiny Treasure ex;Abra;253/190
JP - Shiny Treasure ex;Kadabra;254/190
JP - Shiny Treasure ex;Cleffa;255/190
JP - Shiny Treasure ex;Natu;256/190
JP - Shiny Treasure ex;Xatu;257/190
JP - Shiny Treasure ex;Ralts;258/190
JP - Shiny Treasure ex;Kirlia;259/190
JP - Shiny Treasure ex;Drifloon;260/190
JP - Shiny Treasure ex;Drifblim;261/190
JP - Shiny Treasure ex;Mime Jr.;262/190
JP - Shiny Treasure ex;Spiritomb;263/190
JP - Shiny Treasure ex;Klefki;264/190
JP - Shiny Treasure ex;Mimikyu;265/190
JP - Shiny Treasure ex;Fidough;266/190
JP - Shiny Treasure ex;Dachsbun;267/190
JP - Shiny Treasure ex;Ceruledge;268/190
JP - Shiny Treasure ex;Rabsca;269/190
JP - Shiny Treasure ex;Flittle;270/190
JP - Shiny Treasure ex;Tinkatink;271/190
JP - Shiny Treasure ex;Tinkatuff;272/190
JP - Shiny Treasure ex;Tinkaton;273/190
JP - Shiny Treasure ex;Greavard;274/190
JP - Shiny Treasure ex;Houndstone;275/190
JP - Shiny Treasure ex;Mankey;276/190
JP - Shiny Treasure ex;Primeape;277/190
JP - Shiny Treasure ex;Annihilape;278/190
JP - Shiny Treasure ex;Tauros di Paldea;279/190
JP - Shiny Treasure ex;Riolu;280/190
JP - Shiny Treasure ex;Lucario;281/190
JP - Shiny Treasure ex;Hawlucha;282/190
JP - Shiny Treasure ex;Nacli;283/190
JP - Shiny Treasure ex;Naclstack;284/190
JP - Shiny Treasure ex;Garganacl;285/190
JP - Shiny Treasure ex;Glimmet;286/190
JP - Shiny Treasure ex;Wooper di Paldea;287/190
JP - Shiny Treasure ex;Murkrow;288/190
JP - Shiny Treasure ex;Sneasel;289/190
JP - Shiny Treasure ex;Weavile;290/190
JP - Shiny Treasure ex;Sableye;291/190
JP - Shiny Treasure ex;Pawniard;292/190
JP - Shiny Treasure ex;Bisharp;293/190
JP - Shiny Treasure ex;Kingambit;294/190
JP - Shiny Treasure ex;Maschiff;295/190
JP - Shiny Treasure ex;Mabosstiff;296/190
JP - Shiny Treasure ex;Shroodle;297/190
JP - Shiny Treasure ex;Grafaiai;298/190
JP - Shiny Treasure ex;Scizor;299/190
JP - Shiny Treasure ex;Varoom;300/190
JP - Shiny Treasure ex;Revavroom;301/190
JP - Shiny Treasure ex;Noibat;302/190
JP - Shiny Treasure ex;Cyclizar;303/190
JP - Shiny Treasure ex;Pidgey;304/190
JP - Shiny Treasure ex;Pidgeotto;305/190
JP - Shiny Treasure ex;Jigglypuff;306/190
JP - Shiny Treasure ex;Doduo;307/190
JP - Shiny Treasure ex;Dodrio;308/190
JP - Shiny Treasure ex;Ditto;309/190
JP - Shiny Treasure ex;Snorlax;310/190
JP - Shiny Treasure ex;Wingull;311/190
JP - Shiny Treasure ex;Pelipper;312/190
JP - Shiny Treasure ex;Skwovet;313/190
JP - Shiny Treasure ex;Greedent;314/190
JP - Shiny Treasure ex;Lechonk;315/190
JP - Shiny Treasure ex;Oinkologne;316/190
JP - Shiny Treasure ex;Tandemaus;317/190
JP - Shiny Treasure ex;Maushold;318/190
JP - Shiny Treasure ex;Flamigo;319/190
JP - Shiny Treasure ex;Forretress;320/190
JP - Shiny Treasure ex;Meowscarada;321/190
JP - Shiny Treasure ex;Toedscruel;322/190
JP - Shiny Treasure ex;Espathra;323/190
JP - Shiny Treasure ex;Skeledirge;324/190
JP - Shiny Treasure ex;Quaquaval;325/190
JP - Shiny Treasure ex;Alakazam;326/190
JP - Shiny Treasure ex;Mew;327/190
JP - Shiny Treasure ex;Gardevoir;328/190
JP - Shiny Treasure ex;Glimmora;329/190
JP - Shiny Treasure ex;Grandizanne;330/190
JP - Shiny Treasure ex;Charizard;331/190
JP - Shiny Treasure ex;Clodsire di Paldea;332/190
JP - Shiny Treasure ex;Solcoferreo;333/190
JP - Shiny Treasure ex;Noivern;334/190
JP - Shiny Treasure ex;Pidgeot;335/190
JP - Shiny Treasure ex;Wigglytuff;336/190
JP - Shiny Treasure ex;Squawkabilly;337/190
JP - Shiny Treasure ex;Wugtrio;338/190
JP - Shiny Treasure ex;Palafin;339/190
JP - Shiny Treasure ex;Pawmi;340/190
JP - Shiny Treasure ex;Mimikyu;341/190
JP - Shiny Treasure ex;Arbitro;342/190
JP - Shiny Treasure ex;Nemi;343/190
JP - Shiny Treasure ex;Garoff;344/190
JP - Shiny Treasure ex;Studenti di Paldea;345/190
JP - Shiny Treasure ex;Studenti di Paldea;346/190
JP - Shiny Treasure ex;Mew;347/190
JP - Shiny Treasure ex;Gardevoir;348/190
JP - Shiny Treasure ex;Charizard;349/190
JP - Shiny Treasure ex;Kissara;350/190
JP - Shiny Treasure ex;Nemi;351/190
JP - Shiny Treasure ex;Garoff;352/190
JP - Shiny Treasure ex;Pepe;353/190
JP - Shiny Treasure ex;Penny;354/190
JP - Shiny Treasure ex;Wo;355/190
JP - Shiny Treasure ex;Chi;356/190
JP - Shiny Treasure ex;Chien;357/190
JP - Shiny Treasure ex;Miraidon;358/190
JP - Shiny Treasure ex;Ting;359/190
JP - Shiny Treasure ex;Koraidon;360/190
JP - Squirtle;Squirtle;23/102
JP - Starmie;Starmie;26/102
JP - Staryu;Staryu;25/102
JP - Stella Miracle;Ledyba;1/102
JP - Stella Miracle;Ledian;2/102
JP - Stella Miracle;Lileep;3/102
JP - Stella Miracle;Cradily;4/102
JP - Stella Miracle;Carnivine;5/102
JP - Stella Miracle;Rotom Taglio;6/102
JP - Stella Miracle;Grubbin;7/102
JP - Stella Miracle;Gossifleur;8/102
JP - Stella Miracle;Eldegoss;9/102
JP - Stella Miracle;Applin;10/102
JP - Stella Miracle;Dipplin;11/102
JP - Stella Miracle;Hydrapple ex;12/102
JP - Stella Miracle;Salandit;13/102
JP - Stella Miracle;Salazzle;14/102
JP - Stella Miracle;Turtonator;15/102
JP - Stella Miracle;Scorbunny;16/102
JP - Stella Miracle;Raboot;17/102
JP - Stella Miracle;Cinderace ex;18/102
JP - Stella Miracle;Lapras ex;19/102
JP - Stella Miracle;Finneon;20/102
JP - Stella Miracle;Lumineon;21/102
JP - Stella Miracle;Tirtouga;22/102
JP - Stella Miracle;Carracosta;23/102
JP - Stella Miracle;Crabobinable;24/102
JP - Stella Miracle;Chewtle;25/102
JP - Stella Miracle;Drednaw;26/102
JP - Stella Miracle;Veluza;27/102
JP - Stella Miracle;Electabuzz;28/102
JP - Stella Miracle;Electivire;29/102
JP - Stella Miracle;Chincou;30/102
JP - Stella Miracle;Lanturn;31/102
JP - Stella Miracle;Joltik;32/102
JP - Stella Miracle;Galvantula ex;33/102
JP - Stella Miracle;Charjabug;34/102
JP - Stella Miracle;Vikavolt;35/102
JP - Stella Miracle;Togedemaru;36/102
JP - Stella Miracle;Zeraora;37/102
JP - Stella Miracle;Slowpoke;38/102
JP - Stella Miracle;Slowking;39/102
JP - Stella Miracle;Drifloon;40/102
JP - Stella Miracle;Drifblim;41/102
JP - Stella Miracle;Comfey;42/102
JP - Stella Miracle;Milcery;43/102
JP - Stella Miracle;Alcremie;44/102
JP - Stella Miracle;Fidough;45/102
JP - Stella Miracle;Dachsbun ex;46/102
JP - Stella Miracle;Massoferreo;47/102
JP - Stella Miracle;Cubone;48/102
JP - Stella Miracle;Marowak;49/102
JP - Stella Miracle;Ryhorn;50/102
JP - Stella Miracle;Rhydorn;51/102
JP - Stella Miracle;Rhyperior;52/102
JP - Stella Miracle;Meditite;53/102
JP - Stella Miracle;Medicham ex;54/102
JP - Stella Miracle;Mienfoo;55/102
JP - Stella Miracle;Mienshao;56/102
JP - Stella Miracle;Pancham;57/102
JP - Stella Miracle;Diance;58/102
JP - Stella Miracle;Crabrawler;59/102
JP - Stella Miracle;Falink;60/102
JP - Stella Miracle;Gulpin;61/102
JP - Stella Miracle;Swalot;62/102
JP - Stella Miracle;Pangoro;63/102
JP - Stella Miracle;Impidimp;64/102
JP - Stella Miracle;Morgrem;65/102
JP - Stella Miracle;Grimmsnarl;66/102
JP - Stella Miracle;Klink;67/102
JP - Stella Miracle;Klang;68/102
JP - Stella Miracle;Klinklang;69/102
JP - Stella Miracle;Meltan;70/102
JP - Stella Miracle;Melmetal;71/102
JP - Stella Miracle;Duraludon;72/102
JP - Stella Miracle;Archaludon;73/102
JP - Stella Miracle;Orthworm ex;74/102
JP - Stella Miracle;Furiatonante;75/102
JP - Stella Miracle;Hoothoot;76/102
JP - Stella Miracle;Noctowl;77/102
JP - Stella Miracle;Glameow;78/102
JP - Stella Miracle;Purugly;79/102
JP - Stella Miracle;Rotom Vortice;80/102
JP - Stella Miracle;Buffalant;81/102
JP - Stella Miracle;Tornadus;82/102
JP - Stella Miracle;Fletching;83/102
JP - Stella Miracle;Fletchinder;84/102
JP - Stella Miracle;Talonflame;85/102
JP - Stella Miracle;Wooloo;86/102
JP - Stella Miracle;Dubwool;87/102
JP - Stella Miracle;Terapagos ex;88/102
JP - Stella Miracle;Glass Trumpet;89/102
JP - Stella Miracle;Antique Root Fossil;90/102
JP - Stella Miracle;Cover Fossil;91/102
JP - Stella Miracle;Papaya Berry;92/102
JP - Stella Miracle;Occa Berry;93/102
JP - Stella Miracle;Glistening Crystal;94/102
JP - Stella Miracle;Gravity Stone;95/102
JP - Stella Miracle;Deluxe Bomb;96/102
JP - Stella Miracle;Crispin;97/102
JP - Stella Miracle;Lacey;98/102
JP - Stella Miracle;Kofu;99/102
JP - Stella Miracle;Briar;100/102
JP - Stella Miracle;Venerable Tree;101/102
JP - Stella Miracle;Area Zero Underdepths;102/102
JP - Stella Miracle;Ledian;103/102
JP - Stella Miracle;Lileep;104/102
JP - Stella Miracle;Turtonator;105/102
JP - Stella Miracle;Raboot;106/102
JP - Stella Miracle;Crabominable;107/102
JP - Stella Miracle;Joltik;108/102
JP - Stella Miracle;Zeraora;109/102
JP - Stella Miracle;Milcery;110/102
JP - Stella Miracle;Meditite;111/102
JP - Stella Miracle;Gulpin;112/102
JP - Stella Miracle;Archaludon;113/102
JP - Stella Miracle;Nocrowl;114/102
JP - Stella Miracle;Hydrapple ex;115/102
JP - Stella Miracle;Cinderace ex Teracrystal;116/102
JP - Stella Miracle;Lapras ex Teracrystal;117/102
JP - Stella Miracle;Galvantula ex Teracrystal;118/102
JP - Stella Miracle;Dachsbun ex;119/102
JP - Stella Miracle;Medicham ex;120/102
JP - Stella Miracle;Ortworm ex;121/102
JP - Stella Miracle;Terapagos ex Teracrystal;122/102
JP - Stella Miracle;Crispin;123/102
JP - Stella Miracle;Lacey;124/102
JP - Stella Miracle;Kofu;125/102
JP - Stella Miracle;Briar;126/102
JP - Stella Miracle;Hydrapple ex;127/102
JP - Stella Miracle;Galvantula ex Teracrystal;128/102
JP - Stella Miracle;Dachsbun ex;129/102
JP - Stella Miracle;Terapagos ex Teracrystal;130/102
JP - Stella Miracle;Lacey;131/102
JP - Stella Miracle;Briar;132/102
JP - Stella Miracle;Terapagos ex;133/102
JP - Stella Miracle;Bravery Charm;134/102
JP - Stella Miracle;Area Zero Underdepths;135/102
JP - Super Energy Removal;Super Energy Removal;88/102
JP - Super Potion;Super Potion;75/102
JP - Switch;Switch;73/102
JP - Tangela;Tangela;7/102
JP - Venusaur;Venusaur;11/102
JP - Voltorb;Voltorb;37/102
JP - Vulpix;Vulpix;15/102
JP - Wartortle;Wartortle;27/102
JP - Water Energy;Water Energy;99/102
JP - Weedle;Weedle;4/102
JP - Zapdos;Zapdos;42/102
Jungle;Clefable;1/64
Jungle;Electrode;2/64
Jungle;Flareon;3/64
Jungle;Jolteon;4/64
Jungle;Kangaskhan;5/64
Jungle;Mr. Mime;6/64
Jungle;Nidoqueen;7/64
Jungle;Pidgeot;8/64
Jungle;Pinsir;9/64
Jungle;Scyther;10/64
Jungle;Snorlax;11/64
Jungle;Vaporeon;12/64
Jungle;Venomoth;13/64
Jungle;Victreebel;14/64
Jungle;Vileplume;15/64
Jungle;Wigglytuff;16/64
Jungle;Clefable;17/64
Jungle;Electrode;18/64
Jungle;Flareon;19/64
Jungle;Jolteon;20/64
Jungle;Kangaskhan;21/64
Jungle;Mr. Mime;22/64
Jungle;Nidoqueen;23/64
Jungle;Pidgeot;24/64
Jungle;Pinsir;25/64
Jungle;Scyther;26/64
Jungle;Snorlax;27/64
Jungle;Vaporeon;28/64
Jungle;Venomoth;29/64
Jungle;Victreebel;30/64
Jungle;Vileplume;31/64
Jungle;Wigglytuff;32/64
Jungle;Butterfree;33/64
Jungle;Dodrio;34/64
Jungle;Exeggutor;35/64
Jungle;Fearow;36/64
Jungle;Gloom;37/64
Jungle;Lickitung;38/64
Jungle;Marowak;39/64
Jungle;Nidorina;40/64
